x,y,z
-6.6469576206,-2.4514869324,29.9805361296
-6.4812681588,-2.3931304934,29.7256789341
-6.3199457464,-2.3427326357,29.4705661661
-6.1631235651,-2.2999073848,29.2155048886
-6.0109145930,-2.2642760143,28.9607735938
-5.8634126925,-2.2354689592,28.7066241259
-5.7206937644,-2.2131274276,28.4532836929
-5.5828169042,-2.1969047285,28.2009568007
-5.4498255439,-2.1864673969,27.9498271063
-5.3217486239,-2.1814960201,27.7000592625
-5.1986017027,-2.1816859524,27.4518006033
-5.0803880946,-2.1867477417,27.2051828200
-4.9670999252,-2.1964075182,26.9603234655
-4.8587192096,-2.2104071104,26.7173274382
-4.7552188562,-2.2285041168,26.4762883212
-4.6565636375,-2.2504718546,26.2372896358
-4.5627111286,-2.2760991962,26.0004060134
-4.4736125926,-2.3051903417,25.7657042661
-4.3892138234,-2.3375645175,25.5332443752
-4.3094559430,-2.3730556213,25.3030803971
-4.2342761519,-2.4115118240,25.0752612925
-4.1636084344,-2.4527951364,24.8498316845
-4.0973842179,-2.4967809255,24.6268325372
-4.0355329880,-2.5433574602,24.4063017994
-3.9779828587,-2.5924254122,24.1882749691
-3.9246611059,-2.6438973240,23.9727856088
-3.8754946532,-2.6976971348,23.7598658266
-3.8304105245,-2.7537596396,23.5495466983
-3.7893362539,-2.8120300100,23.3418586675
-3.7522002641,-2.8724632833,23.1368319031
-3.7189322068,-2.9350238839,22.9344966330
-3.6894632757,-2.9996851400,22.7348834475
-3.6637264847,-3.0664288246,22.5380235858
-3.6416569185,-3.1352447001,22.3439491984
-3.6231919563,-3.2061300862,22.1526935997
-3.6082714698,-3.2790894339,21.9642915010
-3.5968379972,-3.3541339213,21.7787792389
-3.5888368939,-3.4312810567,21.5961949895
-3.5842164641,-3.5105543080,21.4165789862
-3.5829280705,-3.5919827335,21.2399737227
-3.5849262262,-3.6756006221,21.0664241525
-3.5901686713,-3.7614471593,20.8959778978
-3.5986164303,-3.8495661013,20.7286854542
-3.6102338561,-3.9400054506,20.5646003931
-3.6249886607,-4.0328171374,20.4037795665
-3.6428519307,-4.1280567300,20.2462833273
-3.6637981322,-4.2257831228,20.0921757381
-3.6878051025,-4.3260582387,19.9415247925
-3.7148540311,-4.4289467432,19.7944026470
-3.7449294303,-4.5345157402,19.6508858496
-3.7780190943,-4.6428344766,19.5110555812
-3.8141140478,-4.7539740406,19.3749979035
-3.8532084864,-4.8680070512,19.2428040119
-3.8952997058,-4.9850073394,19.1145704970
-3.9403880214,-5.1050496178,18.9903996130
-3.9884766778,-5.2282091360,18.8703995522
-4.0395717475,-5.3545613187,18.7546847260
-4.0936820194,-5.4841813843,18.6433760519
-4.1508188769,-5.6171439400,18.5366012447
-4.2109961630,-5.7535225515,18.4344951108
-4.2742300347,-5.8933892839,18.3371998475
-4.3405388033,-6.0368142100,18.2448653394
-4.4099427622,-6.1838648822,18.1576494560
-4.4824639988,-6.3346057667,18.0757183496
-4.5581261911,-6.4890976335,17.9992467362
-4.6369543879,-6.6473969011,17.9284181800
-4.7189747713,-6.8095549305,17.8634253662
-4.8042143969,-6.9756172652,17.8044703343
-4.8927009182,-7.1456228147,17.7517647268
-4.9844622867,-7.3196029775,17.7055299965
-5.0795264209,-7.4975806964,17.6659975480
-5.1779208643,-7.6795694492,17.6334089133
-5.2796724051,-7.8655721679,17.6080158311
-5.3848066648,-8.0555800855,17.5900802488
-5.4933476689,-8.2495714982,17.5798743578
-5.6053173733,-8.4475104640,17.5776804619
-5.7207351568,-8.6493454183,17.5837907804
-5.8396172867,-8.8550076862,17.5985072415
-5.9619763364,-9.0644099650,17.6221410403
-6.0878205677,-9.2774446918,17.6550121564
-6.2171532723,-9.4939823155,17.6974487737
-6.3499720735,-9.7138695960,17.7497864154
-6.4862681787,-9.9369277286,17.8123670475
-6.6260255901,-10.1629504339,17.8855379757
-6.7692202848,-10.3917021446,17.9696504258
-6.9158193261,-10.6229159360,18.0650580702
-7.0657799467,-10.8562915632,18.1721152372
-7.2190486127,-11.0914936528,18.2911748002
-7.3755599932,-11.3281495678,18.4225859319
-7.5352359418,-11.5658476185,18.5666914769
-7.6979844594,-11.8041354256,18.7238250123
-7.8636985479,-12.0425179750,18.8943076316
-8.0322551467,-12.2804563399,19.0784443943
-8.2035140207,-12.5173664366,19.2765204193
-8.3773165701,-12.7526177112,19.4887965708
-8.5534848069,-12.9855327660,19.7155050123
-8.7318202294,-13.2153868914,19.9568442143
-8.9121027099,-13.4414079429,20.2129735949
-9.0940896275,-13.6627773267,20.4840083451
-9.2775148457,-13.8786308683,20.7700133569
-9.4620878514,-14.0880605076,21.0709971385
-9.6474931947,-14.2901171060,21.3869062567
-9.8333897529,-14.4838133738,21.7176184489
-10.0194103294,-14.6681279420,22.0629364211
-10.2051615730,-14.8420104221,22.4225824125
-10.3902238927,-15.0043872124,22.7961917614
-10.5741516753,-15.1541680799,23.1833072620
-10.7564738010,-15.2902540416,23.5833738318
-10.9366945154,-15.4115459982,23.9957343361
-11.1142945902,-15.5169544552,24.4196258025
-11.2887327867,-15.6054100422,24.8541762988
-11.4594477113,-15.6758745698,25.2984032762
-11.6258601089,-15.7273535399,25.7512128624
-11.7873754886,-15.7589082187,26.2114009304
-11.9433872391,-15.7696692985,26.6776553263
-12.0932799688,-15.7588495396,27.1485598515
-12.2364334158,-15.7257574617,27.6226001537
-12.3722266197,-15.6698101894,28.0981711860
-12.5000424527,-15.5905458048,28.5735866646
-12.6192725301,-15.4876354471,29.0470905183
-12.7293221009,-15.3608932500,29.5168693683
-12.8296155601,-15.2102861911,29.9810680289
-12.9196015958,-15.0359411053,30.4378046453
-12.9987588419,-14.8381505029,30.8851891356
-13.0666011161,-14.6173759600,31.3213408026
-13.1226827613,-14.3742489834,31.7444078839
-13.1666037328,-14.1095696598,32.1525871117
-13.1980142427,-13.8243026848,32.5441425446
-13.2166192602,-13.5195700140,32.9174256555
-13.2221822292,-13.1966426165,33.2708923144
-13.2145284184,-12.8569282746,33.6031201839
-13.1935476907,-12.5019571141,33.9128247565
-13.1591963797,-12.1333660410,34.1988721789
-13.1114984746,-11.7528810831,34.4602902532
-13.0505461948,-11.3622980631,34.6962777415
-12.9764996114,-10.9634624847,34.9062102505
-12.8895855181,-10.5582491678,35.0896435612
-12.7900955431,-10.1485413349,35.2463142106
-12.6783835880,-9.7362102819,35.3761375667
-12.5548624847,-9.3230956502,35.4792029853
-12.4200000565,-8.9109868863,35.5557665948
-12.2743146997,-8.5016059877,35.6062421826
-12.1183704037,-8.0965921282,35.6311897652
-11.9527714643,-7.6974880323,35.6313029337
-11.7781568683,-7.3057286259,35.6073946679
-11.5951945407,-6.9226317542,35.5603824985
-11.4045754557,-6.5493911597,35.4912729567
-11.2070077711,-6.1870717879,35.4011459008
-11.0032110431,-5.8366069988,35.2911389304
-10.7939106093,-5.4987981303,35.1624322220
-10.5798321901,-5.1743155882,35.0162339573
-10.3616968040,-4.8637019181,34.8537666754
-10.1402160200,-4.5673761671,34.6762546284
-9.9160875837,-4.2856395811,34.4849122478
-9.6899914900,-4.0186823531,34.2809339839
-9.4625864436,-3.7665911300,34.0654852397
-9.2345068232,-3.5293571871,33.8396948515
-9.0063600369,-3.3068849481,33.6046486318
-8.7787243674,-3.0990007508,33.3613843470
-8.5521472033,-2.9054616682,33.1108877101
-8.3271437292,-2.7259641962,32.8540896491
-8.1041959704,-2.5601527527,32.5918644554
-7.8837522157,-2.4076278376,32.3250288949
-7.6662267724,-2.2679537903,32.0543421102
-7.4520000285,-2.1406660765,31.7805062275
-7.2414187823,-2.0252780668,31.5041675403
-7.0347968172,-1.9212872682,31.2259181907
-6.8324156910,-1.8281809931,30.9462982587
-6.6345257030,-1.7454414705,30.6657981522
-6.4413470110,-1.6725504068,30.3848612241
-6.2530708747,-1.6089930018,30.1038865489
-6.0698609822,-1.5542615290,29.8232317770
-5.8918549130,-1.5078581733,29.5432161062
-5.7191655517,-1.4692977875,29.2641231127
-5.5518826201,-1.4381099497,28.9862036519
-5.3900741973,-1.4138407338,28.7096786357
-5.2337882433,-1.3960541003,28.4347417176
-5.0830541101,-1.3843329807,28.1615618561
-4.9378840333,-1.3782800716,27.8902857455
-4.7982745870,-1.3775183842,27.6210400992
-4.6642081089,-1.3816915373,27.3539337935
-4.5356540686,-1.3904638864,27.0890598555
-4.4125703655,-1.4035205339,26.8264972720
-4.2949046168,-1.4205670730,26.5663127101
-4.1825953464,-1.4413293226,26.3085620403
-4.0755731343,-1.4655528886,26.0532917578
-3.9737616881,-1.4930026906,25.8005402476
-3.8770788630,-1.5234623956,25.5503389441
-3.7854376092,-1.5567338196,25.3027133633
-3.6987468694,-1.5926362685,25.0576840390
-3.6169124044,-1.6310058743,24.8152673525
-3.5398375662,-1.6716948897,24.5754762788
-3.4674240083,-1.7145709969,24.3383210466
-3.3995723467,-1.7595165928,24.1038097269
-3.3361827607,-1.8064280965,23.8719487533
-3.2771555482,-1.8552152504,23.6427433838
-3.2223916279,-1.9058004558,23.4161981119
-3.1717930004,-1.9581180944,23.1923170241
-3.1252631640,-2.0121138918,22.9711041250
-3.0827074842,-2.0677443096,22.7525636216
-3.0440335327,-2.1249759387,22.5367001783
-3.0091513860,-2.1837849338,22.3235191465
-2.9779738905,-2.2441564719,22.1130267705
-2.9504168999,-2.3060842255,21.9052303760
-2.9263994772,-2.3695698832,21.7001385436
-2.9058440771,-2.4346226746,21.4977612694
-2.8886766976,-2.5012589364,21.2981101175
-2.8748270125,-2.5695016967,21.1011983644
-2.8642284818,-2.6393802868,20.9070411396
-2.8568184437,-2.7109299753,20.7156555636
-2.8525381877,-2.7841916260,20.5270608839
-2.8513330125,-2.8592113778,20.3412786141
-2.8531522702,-2.9360403428,20.1583326724
-2.8579493966,-3.0147343264,19.9782495262
-2.8656819299,-3.0953535627,19.8010583400
-2.8763115182,-3.1779624679,19.6267911303
-2.8898039184,-3.2626294062,19.4554829249
-2.9061289851,-3.3494264689,19.2871719313
-2.9252606513,-3.4384292715,19.1218997200
-2.9471769038,-3.5297167489,18.9597114041
-2.9718597502,-3.6233709659,18.8006558386
-2.9992951788,-3.7194769351,18.6447858328
-3.0294731188,-3.8181224337,18.4921583645
-3.0623873863,-3.9193978241,18.3428348128
-3.0980356293,-4.0233958750,18.1968812023
-3.1364192744,-4.1302115833,18.0543684619
-3.1775434551,-4.2399419834,17.9153726916
-3.2214169446,-4.3526859564,17.7799754487
-3.2680520869,-4.4685440318,17.6482640481
-3.3174647082,-4.5876181656,17.5203318711
-3.3696740377,-4.7100115162,17.3962786951
-3.4247026187,-4.8358282003,17.2762110374
-3.4825762024,-4.9651730153,17.1602425056
-3.5433236506,-5.0981511564,17.0484941738
-3.6069768237,-5.2348678980,16.9410949668
-3.6735704506,-5.3754282304,16.8381820504
-3.7431420077,-5.5199364894,16.7399012517
-3.8157315752,-5.6684959279,16.6464074783
-3.8913816759,-5.8212082366,16.5578651406
-3.9701371153,-5.9781730390,16.4744486027
-4.0520447981,-6.1394873198,16.3963426229
-4.1371535324,-6.3052448028,16.3237428106
-4.2255138121,-6.4755352593,16.2568560737
-4.3171775779,-6.6504437464,16.1959010613
-4.4121979650,-6.8300497862,16.1411086196
-4.5106290171,-7.0144264494,16.0927222047
-4.6125253827,-7.2036393667,16.0509983130
-4.7179419753,-7.3977456409,16.0162068582
-4.8269336057,-7.5967926640,15.9886315289
-4.9395545837,-7.8008168374,15.9685701214
-5.0558582740,-8.0098421747,15.9563347777
-5.1758966240,-8.2238787984,15.9522522289
-5.2997196391,-8.4429213167,15.9566638978
-5.4273748175,-8.6669470735,15.9699259609
-5.5589065365,-8.8959142750,15.9924093031
-5.6943553822,-9.1297599945,16.0244993051
-5.8337574311,-9.3683980238,16.0665955840
-5.9771434678,-9.6117166404,16.1191114523
-6.1245381459,-9.8595761812,16.1824733333
-6.2759590840,-10.1118065143,16.2571199239
-6.4314158969,-10.3682045084,16.3435009485
-6.5909091550,-10.6285311730,16.4420759725
-6.7544292806,-10.8925088524,16.5533127383
-6.9219553868,-11.1598184619,16.6776850843
-7.0934540092,-11.4300963030,16.8156708104
-7.2688778114,-11.7029312124,16.9677489115
-7.4481642235,-11.9778617157,17.1343964032
-7.6312339547,-12.2543727716,17.3160849129
-7.8179895386,-12.5318931990,17.5132765890
-8.0083138038,-12.8097931053,17.7264195464
-8.2020682596,-13.0873812569,17.9559428520
-8.3990915010,-13.3639029349,18.2022510033
-8.5991975467,-13.6385380169,18.4657177080
-8.8021742757,-13.9103999499,18.7466792552
-9.0077817698,-14.1785347442,19.0454271810
-9.2157507832,-14.4419208848,19.3622006129
-9.4257812596,-14.6994699735,19.6971780187
-9.6375409033,-14.9500281308,20.0504683870
-9.8506639985,-15.1923787024,20.4221024246
-10.0647502267,-15.4252456322,20.8120228444
-10.2793638827,-15.6472984437,21.2200753556
-10.4940331690,-15.8571583232,21.6459987419
-10.7082498973,-16.0534056574,22.0894157523
-10.9214694999,-16.2345891380,22.5498240735
-11.1331113685,-16.3992363731,23.0265875522
-11.3425597417,-16.5458658713,23.5189291320
-11.5491649350,-16.6730011499,24.0259234361
-11.7522451888,-16.7791853942,24.5464921662
-11.9510890335,-16.8629987127,25.0793998379
-12.1449582287,-16.9230757463,25.6232520673
-12.3330913265,-16.9581242482,26.1764961837
-12.5147078381,-16.9669452635,26.7374235277
-12.6890130469,-16.9484535911,27.3041747120
-12.8552034000,-16.9016975978,27.8747479539
-13.0124725497,-16.8258794630,28.4470102597
-13.1600177942,-16.7203744059,29.0187110999
-13.2970471548,-16.5847488678,29.5874997663
-13.4227867104,-16.4187764082,30.1509450703
-13.5364883921,-16.2224518965,30.7065583643
-13.6374377516,-15.9960025042,31.2518179834
-13.7249620389,-15.7398957195,31.7841968816
-13.7984379894,-15.4548435745,32.3011907002
-13.8572995798,-15.1418029513,32.8003478302
-13.9010452404,-14.8019718294,33.2792988292
-13.9292447018,-14.4367809899,33.7357864850
-13.9415450476,-14.0478818469,34.1676939952
-13.9376760520,-13.6371298053,34.5730721214
-13.9174545298,-13.2065636720,34.9501636743
-13.8807876706,-12.7583822000,35.2974249215
-13.8276752098,-12.2949168704,35.6135435475
-13.7582104880,-11.8186030672,35.8974527561
-13.6725802111,-11.3319489995,36.1483408592
-13.5710630218,-10.8375040759,36.3656564228
-13.4540269128,-10.3378269157,36.5491090767
-13.3219254042,-9.8354538942,36.6986654096
-13.1752927905,-9.3328690695,36.8145412365
-13.0147382776,-8.8324758969,36.8971892125
-12.8409394376,-8.3365714898,36.9472836788
-12.6546348547,-7.8473237638,36.9657020039
-12.4566162804,-7.3667520164,36.9535037853
-12.2477204063,-6.8967107560,36.9119083009
-12.0288203660,-6.4388776658,36.8422705916
-11.8008172064,-5.9947446339,36.7460572518
-11.5646313853,-5.5656130009,36.6248219985
-11.3211945043,-5.1525917033,36.4801819642
-11.0714413344,-4.7565988346,36.3137948365
-10.8163023072,-4.3783660179,36.1273375612
-10.5566964643,-4.0184450492,35.9224864826
-10.2935250680,-3.6772169464,35.7008997583
-10.0276657565,-3.3549023441,35.4642014502
-9.7599674502,-3.0515734795,35.2139681459
-9.4912458916,-2.7671668995,34.9517175194
-9.2222798818,-2.5014968774,34.6788990829
-8.9538082343,-2.2542689653,34.3968871343
-8.6865272953,-2.0250936901,34.1069752948
-8.4210891964,-1.8134998121,33.8103732312
-8.1581006148,-1.6189472326,33.5082046759
-7.8981221061,-1.4408392330,33.2015069908
-7.6416679210,-1.2785339785,32.8912319204
-7.3892062645,-1.1313551888,32.5782473853
-7.1411599466,-0.9986019104,32.2633401335
-6.8979073734,-0.8795573688,31.9472190775
-6.6597838386,-0.7734968430,31.6305191730
-6.4270829989,-0.6796948568,31.3138055942
-6.2000586556,-0.5974310996,30.9975783160
-5.9789266284,-0.5259956624,30.6822767645
-5.7638666789,-0.4646937953,30.3682843929
-5.5550246618,-0.4128493944,30.0559334530
-5.3525146138,-0.3698081953,29.7455094936
-5.1564209191,-0.3349401802,29.4372557848
-4.9668004595,-0.3076414787,29.1313775276
-4.7836847467,-0.2873357679,28.8280458447
-4.6070820215,-0.2734752196,28.5274015330
-4.4369792891,-0.2655410992,28.2295585467
-4.2733443041,-0.2630439983,27.9346072349
-4.1161274731,-0.2655238047,27.6426173055
-3.9652636804,-0.2725494219,27.3536405378
-3.8206740244,-0.2837182967,27.0677132395
-3.6822674658,-0.2986557784,26.7848584646
-3.5499423825,-0.3170143462,26.5050880038
-3.4235880314,-0.3384727311,26.2284041606
-3.3030859171,-0.3627349564,25.9548013280
-3.1883110676,-0.3895293214,25.6842673796
-3.0791332170,-0.4186073537,25.4167848902
-2.9754179069,-0.4497427128,25.1523322060
-2.8770274959,-0.4827301084,24.8908843727
-2.7838220852,-0.5173842126,24.6324139313
-2.6956603738,-0.5535385694,24.3768916145
-2.6124004261,-0.5910445525,24.1242869243
-2.5339003813,-0.6297703128,23.8745686396
-2.4600190838,-0.6695997869,23.6277052288
-2.3906166589,-0.7104317177,23.3836652062
-2.3255550220,-0.7521787276,23.1424174208
-2.2646983364,-0.7947664223,22.9039312980
-2.2079134168,-0.8381325428,22.6681770344
-2.1550700851,-0.8822261546,22.4351257570
-2.1060414814,-0.9270068852,22.2047496488
-2.0607043336,-0.9724441994,21.9770220495
-2.0189391887,-1.0185167231,21.7519175336
-1.9806306099,-1.0652116044,21.5294119705
-1.9456673410,-1.1125239206,21.3094825717
-1.9139424432,-1.1604561184,21.0921079227
-1.8853534036,-1.2090175057,20.8772680146
-1.8598022209,-1.2582237710,20.6649442625
-1.8371954709,-1.3080965404,20.4551195209
-1.8174443509,-1.3586629784,20.2477781039
-1.8004647087,-1.4099554102,20.0429057937
-1.7861770556,-1.4620109856,19.8404898596
-1.7745065666,-1.5148713713,19.6405190753
-1.7653830690,-1.5685824679,19.4429837359
-1.7587410209,-1.6231941626,19.2478756862
-1.7545194814,-1.6787601006,19.0551883459
-1.7526620734,-1.7353374849,18.8649167439
-1.7531169411,-1.7929869000,18.6770575598
-1.7558367015,-1.8517721539,18.4916091665
-1.7607783931,-1.9117601442,18.3085716854
-1.7679034213,-1.9730207412,18.1279470452
-1.7771775010,-2.0356266885,17.9497390486
-1.7885705998,-2.0996535214,17.7739534502
-1.8020568785,-2.1651794986,17.6005980379
-1.8176146326,-2.2322855491,17.4296827279
-1.8352262342,-2.3010552311,17.2612196670
-1.8548780743,-2.3715747021,17.0952233440
-1.8765605075,-2.4439326991,16.9317107149
-1.9002677966,-2.5182205288,16.7707013329
-1.9259980586,-2.5945320645,16.6122174927
-1.9537532160,-2.6729637497,16.4562843884
-1.9835389521,-2.7536146048,16.3029302915
-2.0153646589,-2.8365862438,16.1521867214
-2.0492433944,-2.9219828902,16.0040886429
-2.0851918435,-3.0099113919,15.8586746810
-2.1232302821,-3.1004812350,15.7159873525
-2.1633825344,-3.1938045678,15.5760732975
-2.2056759393,-3.2899962137,15.4389835417
-2.2501413200,-3.3891736730,15.3047737763
-2.2968129528,-3.4914571245,15.1735046546
-2.3457285340,-3.5969694308,15.0452421031
-2.3969291513,-3.7058361215,14.9200576587
-2.4504592562,-3.8181853523,14.7980288275
-2.5063666340,-3.9341478697,14.6792394641
-2.5647023736,-4.0538569616,14.5637801752
-2.6255208361,-4.1774483779,14.4517487479
-2.6888796192,-4.3050602086,14.3432506001
-2.7548395215,-4.4368327739,14.2383992624
-2.8234645029,-4.5729084755,14.1373168875
-2.8948216378,-4.7134316050,14.0401347835
-2.9689810574,-4.8585480881,13.9469939665
-3.0460158953,-5.0084052482,13.8580457643
-3.1260022190,-5.1631514934,13.7734524397
-3.2090189485,-5.3229359432,13.6933878371
-3.2951477562,-5.4879079697,13.6180380396
-3.3844729713,-5.6582167534,13.5476021065
-3.4770814565,-5.8340107183,13.4822928079
-3.5730624624,-6.0154368805,13.4223373710
-3.6725074548,-6.2026400915,13.3679782330
-3.7755099448,-6.3957622702,13.3194739024
-3.8821652737,-6.5949414688,13.2770997766
-3.9925703640,-6.8003108209,13.2411489546
-4.1068234317,-7.0119973471,13.2119330285
-4.2250236782,-7.2301206733,13.1897829559
-4.3472709449,-7.4547916279,13.1750499429
-4.4736653090,-7.6861106261,13.1681062545
-4.6043066191,-7.9241658547,13.1693459215
-4.7392939924,-8.1690313195,13.1791855018
-4.8787252487,-8.4207647109,13.1980647786
-5.0226962738,-8.6794050481,13.2264473577
-5.1713003154,-8.9449700865,13.2648211803
-5.3246271900,-9.2174534944,13.3136988307
-5.4827624221,-9.4968218047,13.3736178366
-5.6457862791,-9.7830111114,13.4451406308
-5.8137727183,-10.0759234909,13.5288544157
-5.9867882240,-10.3754231856,13.6253706962
-6.1648905331,-10.6813325174,13.7353245073
-6.3481272534,-10.9934275088,13.8593733783
-6.5365343568,-11.3114333376,13.9981957150
-6.7301345426,-11.6350194130,14.1524889555
-6.9289354787,-11.9637944295,14.3229669584
-7.1329278976,-12.2973010321,14.5103570043
-7.3420835741,-12.6350105042,14.7153960217
-7.5563531616,-12.9763173115,14.9388260990
-7.7756638852,-13.3205335036,15.1813892924
-7.9999171568,-13.6668835183,15.4438213988
-8.2289859931,-14.0144985916,15.7268449762
-8.4627124398,-14.3624121190,16.0311612384
-8.7009047929,-14.7095547492,16.3574409312
-8.9433348581,-15.0547505609,16.7063141737
-9.1897351269,-15.3967137620,17.0783590926
-9.4397959125,-15.7340461119,17.4740893298
-9.6931626773,-16.0652361716,17.8939406788
-9.9494331905,-16.3886588837,18.3382561048
-10.2081551545,-16.7025779654,18.8072706915
-10.4688237069,-17.0051491248,19.3010946539
-10.7308794660,-17.2944261195,19.8196967548
-10.9937067972,-17.5683689763,20.3628866289
-11.2566324493,-17.8248546366,20.9302967180
-11.5189250193,-18.0616909353,21.5213659715
-11.7797947213,-18.2766331823,22.1353223906
-12.0383939441,-18.4674038781,22.7711671121
-12.2938187431,-18.6317159099,23.4276607477
-12.5451112218,-18.7672988683,24.1033118673
-12.7912627938,-18.8719280742,24.7963676881
-13.0312186066,-18.9434567628,25.5048085763
-13.2638830864,-18.9798502668,26.2263467968
-13.4881266978,-18.9792227225,26.9584297299
-13.7027937327,-18.9398739626,27.6982482713
-13.9067114777,-18.8603281348,28.4427510932
-14.0987003136,-18.7393703773,29.1886645174
-14.2775850882,-18.5760835328,29.9325191331
-14.4422070770,-18.3698805903,30.6706815899
-14.5914370858,-18.1205349271,31.3993934476
-14.7241887533,-17.8282042767,32.1148140932
-14.8394324759,-17.4934497489,32.8130696322
-14.9362091354,-17.1172470309,33.4903044318
-15.0136437685,-16.7009904463,34.1427359782
-15.0709585844,-16.2464879247,34.7667106880
-15.1074851644,-15.7559478475,35.3587595154
-15.1226753631,-15.2319569821,35.9156510654
-15.1161110072,-14.6774492993,36.4344431184
-15.0875115980,-14.0956673991,36.9125275962
-15.0367400685,-13.4901168643,37.3476693664
-14.9638065945,-12.8645146445,37.7380385916
-14.8688699448,-12.2227328087,38.0822337100
-14.7522365476,-11.5687397673,38.3792954953
-14.6143573791,-10.9065401179,38.6287122197
-14.4558224697,-10.2401148850,38.8304148560
-14.2773533907,-9.5733641578,38.9847636986
-14.0797938739,-8.9100531067,39.0925266697
-13.8640987116,-8.2537632028,39.1548499932
-13.6313213626,-7.6078493041,39.1732231401
-13.3826004458,-6.9754036854,39.1494385014
-13.1191455198,-6.3592276141,39.0855477414
-12.8422224588,-5.7618101441,38.9838161777
-12.5531387029,-5.1853150011,38.8466762232
-12.2532287431,-4.6315740712,38.6766816357
-11.9438400131,-4.1020885949,38.4764631913
-11.6263195599,-3.5980355374,38.2486872450
-11.3020015553,-3.1202798337,37.9960175489
-10.9721958728,-2.6693909358,37.7210810773
-10.6381778528,-2.2456628275,37.4264382432
-10.3011792855,-1.8491368048,37.1145575785
-9.9623806956,-1.4796259983,36.7877950559
-9.6229049070,-1.1367409307,36.4483778430
-9.2838118740,-0.8199153810,36.0983922968
-8.9460947150,-0.5284319840,35.7397758490
-8.6106769065,-0.2614469880,35.3743124953
-8.2784105251,-0.0180138331,35.0036313669
-7.9500754569,0.2028947838,34.6292080146
-7.6263794711,0.4023665774,34.2523679507
-7.3079590471,0.5815312161,33.8742920150
-6.9953808583,0.7415437912,33.4960231885
-6.6891438063,0.8835702297,33.1184744800
-6.3896815104,1.0087746109,32.7424375574
-6.0973651611,1.1183083094,32.3685918399
-5.8125066478,1.2133008520,31.9975137831
-5.5353618990,1.2948523700,31.6296861989
-5.2661343525,1.3640275183,31.2655073828
-5.0049785029,1.4218507115,30.9052999502
-4.7520034728,1.4693024873,30.5493192828
-4.5072765686,1.5073169907,30.1977614680
-4.2708267723,1.5367802982,29.8507707267
-4.0426481488,1.5585294837,29.5084462925
-3.8227031453,1.5733523929,29.1708487048
-3.6109257563,1.5819879535,28.8380055312
-3.4072245432,1.5851269272,28.5099165349
-3.2114854994,1.5834130249,28.1865583034
-3.0235747559,1.5774443532,27.8678883522
-2.8433411115,1.5677750029,27.5538487700
-2.6706184050,1.5549168770,27.2443693925
-2.5052277203,1.5393416122,26.9393705755
-2.3469794265,1.5214825966,26.6387655829
-2.1956750548,1.5017369945,26.3424626366
-2.0511090261,1.4804678133,26.0503666561
-1.9130702290,1.4580059511,25.7623807224
-1.7813434556,1.4346522142,25.4784072972
-1.6557107024,1.4106792952,25.1983492253
-1.5359523449,1.3863336935,24.9221105479
-1.4218481910,1.3618375709,24.6495971496
-1.3131784221,1.3373905271,24.3807172707
-1.2097244291,1.3131713160,24.1153818839
-1.1112695512,1.2893394695,23.8535049785
-1.0175997207,1.2660368456,23.5950037479
-0.9285040265,1.2433890897,23.3397987147
-0.8437751972,1.2215070243,23.0878137796
-0.7632100149,1.2004879486,22.8389762376
-0.6866096610,1.1804168694,22.5932167363
-0.6137800039,1.1613676476,22.3504692209
-0.5445318292,1.1434040800,22.1106708344
-0.4786810232,1.1265809020,21.8737618206
-0.4160487075,1.1109447308,21.6396853923
-0.3564613368,1.0965349373,21.4083876105
-0.2997507554,1.0833844621,21.1798172403
-0.2457542244,1.0715205691,20.9539256183
-0.1943144159,1.0609655468,20.7306665097
-0.1452793901,1.0517373547,20.5099959890
-0.0985025300,1.0438502254,20.2918722798
-0.0538424768,1.0373152166,20.0762556476
-0.0111630361,1.0321407209,19.8631082753
0.0296669342,1.0283329361,19.6523941376
0.0687736356,1.0258962990,19.4440789101
0.1062784715,1.0248338799,19.2381298506
0.1422981818,1.0251477505,19.0345157172
0.1769449958,1.0268393169,18.8332066781
0.2103267916,1.0299096260,18.6341742306
0.2425472523,1.0343596492,18.4373911347
0.2737060399,1.0401905359,18.2428313429
0.3038989584,1.0474038531,18.0504699467
0.3332181292,1.0560017986,17.8602831242
0.3617521646,1.0659873988,17.6722480951
0.3895863376,1.0773646922,17.4863430843
0.4168027618,1.0901388908,17.3025472879
0.4434805586,1.1043165379,17.1208408481
0.4696960337,1.1199056441,16.9412048323
0.4955228459,1.1369158190,16.7636212173
0.5210321727,1.1553583934,16.5880728799
0.5462928852,1.1752465237,16.4145435915
0.5713717059,1.1965953009,16.2430180178
0.5963333715,1.2194218478,16.0734817242
0.6212407959,1.2437454060,15.9059211857
0.6461552212,1.2695874286,15.7403238005
0.6711363750,1.2969716593,15.5766779097
0.6962426216,1.3259242104,15.4149728220
0.7215311069,1.3564736450,15.2551988410
0.7470579069,1.3886510459,15.0973473008
0.7728781684,1.4224900917,14.9414106036
0.7990462481,1.4580271308,14.7873822638
0.8256158514,1.4953012491,14.6352569587
0.8526401650,1.5343543462,14.4850305824
0.8801719895,1.5752312063,14.3367003062
0.9082638702,1.6179795685,14.1902646484
0.9369682227,1.6626502054,14.0457235441
0.9663374595,1.7092969944,13.9030784285
0.9964241135,1.7579769954,13.7623323243
1.0272809585,1.8087505305,13.6234899348
